created_at,user_id_str,full_text,clean_text,normalized,tokens,stemmed,final_text
Fri Nov 28 13:49:54 +0000 2025,1157878018628448257,@Mdy_Asmara1701 Otak Bahlil kebanyakan etanol jncokk,otak bahlil kebanyakan etanol jncokk,otak bahlil kebanyakan etanol jncokk,"['otak', 'bahlil', 'kebanyakan', 'etanol', 'jncokk']","['otak', 'bahlil', 'banyak', 'etanol', 'jncokk']",otak bahlil banyak etanol jncokk
Fri Nov 28 12:55:33 +0000 2025,1720665183188922368,@the_river76 @Northernseaaa73 Proses jerami jadi BBM (seperti Bobibos) melibatkan konversi biomassa selulosa jadi bahan bakar. Langkah umum: 1. Pretreatment (pecah lignoselulosa dengan asam/enzim). 2. Hidrolisis (ubah jadi gula). 3. Fermentasi (gula jadi etanol). 4. Distilasi &amp; pemurnian jadi biofuel setara,proses jerami jadi bbm seperti bobibos melibatkan konversi biomassa selulosa jadi bahan bakar langkah umum pretreatment pecah lignoselulosa dengan asam enzim hidrolisis ubah jadi gula fermentasi gula jadi etanol distilasi amp pemurnian jadi biofuel setara,proses jerami jadi bbm seperti bobibos melibatkan konversi biomassa selulosa jadi bahan bakar langkah umum pretreatment pecah lignoselulosa dengan asam enzim hidrolisis ubah jadi gula fermentasi gula jadi etanol distilasi amp pemurnian jadi biofuel setara,"['proses', 'jerami', 'bbm', 'bobibos', 'melibatkan', 'konversi', 'biomassa', 'selulosa', 'bahan', 'bakar', 'langkah', 'pretreatment', 'pecah', 'lignoselulosa', 'asam', 'enzim', 'hidrolisis', 'ubah', 'gula', 'fermentasi', 'gula', 'etanol', 'distilasi', 'amp', 'pemurnian', 'biofuel', 'setara']","['proses', 'jerami', 'bbm', 'bobibos', 'libat', 'konversi', 'biomassa', 'selulosa', 'bahan', 'bakar', 'langkah', 'pretreatment', 'pecah', 'lignoselulosa', 'asam', 'enzim', 'hidrolisis', 'ubah', 'gula', 'fermentasi', 'gula', 'etanol', 'distilasi', 'amp', 'murni', 'biofuel', 'tara']",proses jerami bbm bobibos libat konversi biomassa selulosa bahan bakar langkah pretreatment pecah lignoselulosa asam enzim hidrolisis ubah gula fermentasi gula etanol distilasi amp murni biofuel tara
Fri Nov 28 12:53:03 +0000 2025,1717921573972443136,@cutsarina5 Ngomne etanol sek ben iso jwb pertamyaanmu dw,ngomne etanol sek ben iso jwb pertamyaanmu dw,ngomne etanol sek ben iso jawab pertamyaanmu dw,"['ngomne', 'etanol', 'sek', 'ben', 'iso', 'pertamyaanmu']","['ngomne', 'etanol', 'sek', 'ben', 'iso', 'pertamyaanmu']",ngomne etanol sek ben iso pertamyaanmu
Fri Nov 28 12:05:21 +0000 2025,1880121923784597504,@Jul3Prikitiw huh. gua. feromonnya. Pertamina. Etanol. Ron. 98. mau. adu?,huh gua feromonnya pertamina etanol ron mau adu,huh gua feromonnya pertamina etanol ron mau adu,"['huh', 'gua', 'feromonnya', 'pertamina', 'etanol', 'ron', 'adu']","['huh', 'gua', 'feromon', 'pertamina', 'etanol', 'ron', 'adu']",huh gua feromon pertamina etanol ron adu
Fri Nov 28 11:53:56 +0000 2025,712261154228150272,@Ykngjae Kalah banget soalnya aku matahari yang asli pasti abang masih memikirkan om-om mabok etanol itu?,kalah banget soalnya aku matahari yang asli pasti abang masih memikirkan om om mabok etanol itu,kalah banget soalnya aku matahari yang asli pasti abang masih memikirkan om om mabok etanol itu,"['kalah', 'banget', 'matahari', 'asli', 'abang', 'memikirkan', 'mabok', 'etanol']","['kalah', 'banget', 'matahari', 'asli', 'abang', 'pikir', 'mabok', 'etanol']",kalah banget matahari asli abang pikir mabok etanol
Fri Nov 28 11:50:13 +0000 2025,268684198,@Ykngjae @eizna Apaan banget tiba-tiba etanol gini?,apaan banget tiba tiba etanol gini,apaan banget tiba tiba etanol begini,"['banget', 'etanol']","['banget', 'etanol']",banget etanol
Fri Nov 28 11:46:22 +0000 2025,2258553901,@eizna @Hanzqen COER YA KOCAK. Oh iya nama menteri yang suka etanol itu siapa sih dd?,coer ya kocak oh iya nama menteri yang suka etanol itu siapa sih dd,coer ya kocak oh iya nama menteri yang suka etanol itu siapa sih dd,"['coer', 'kocak', 'iya', 'nama', 'menteri', 'suka', 'etanol', 'sih']","['coer', 'kocak', 'iya', 'nama', 'menteri', 'suka', 'etanol', 'sih']",coer kocak iya nama menteri suka etanol sih
Fri Nov 28 11:28:34 +0000 2025,2258553901,@iemjungsu Mau disabet asal sama Om Finnick. Kalo sama Snow GW MINGGAT LALU BELI SEBLAK. Hmch curiga abang bakalan isi gw dengan etanol :/,mau disabet asal sama om finnick kalo sama snow gw minggat lalu beli seblak hmch curiga abang bakalan isi gw dengan etanol,mau disabet asal sama om finnick kalau sama snow gue minggat lalu beli seblak hmch curiga abang bakalan isi gue dengan etanol,"['disabet', 'finnick', 'snow', 'gue', 'minggat', 'beli', 'seblak', 'hmch', 'curiga', 'abang', 'isi', 'gue', 'etanol']","['sabet', 'finnick', 'snow', 'gue', 'minggat', 'beli', 'seblak', 'hmch', 'curiga', 'abang', 'isi', 'gue', 'etanol']",sabet finnick snow gue minggat beli seblak hmch curiga abang isi gue etanol
Fri Nov 28 10:19:36 +0000 2025,405965985,@letsseethesky @KucengTerbanggg Mabok etanol gak tuh ikanya,mabok etanol gak tuh ikanya,mabok etanol tidak tuh ikanya,"['mabok', 'etanol', 'tuh', 'ikanya']","['mabok', 'etanol', 'tuh', 'ikanya']",mabok etanol tuh ikanya
Fri Nov 28 09:15:30 +0000 2025,1939889612971028480,Rieke Diah Pitaloka mengkritik impor etanol oleh Pertamina. Jika produksi nasional mampu memasok mengapa tidak dimanfaatkan? #dprri #pdiperjuangan #fraksipdiperjuangan https://t.co/32ro5iujzM,rieke diah pitaloka mengkritik impor etanol oleh pertamina jika produksi nasional mampu memasok mengapa tidak dimanfaatkan,rieke diah pitaloka mengkritik impor etanol oleh pertamina jika produksi nasional mampu memasok mengapa tidak dimanfaatkan,"['rieke', 'diah', 'pitaloka', 'mengkritik', 'impor', 'etanol', 'pertamina', 'produksi', 'nasional', 'memasok', 'dimanfaatkan']","['rieke', 'diah', 'pitaloka', 'kritik', 'impor', 'etanol', 'pertamina', 'produksi', 'nasional', 'pasok', 'manfaat']",rieke diah pitaloka kritik impor etanol pertamina produksi nasional pasok manfaat
Fri Nov 28 08:38:56 +0000 2025,1233248724928741376,@kobrakairu Biji nya bau etanol,biji nya bau etanol,biji ya bau etanol,"['biji', 'bau', 'etanol']","['biji', 'bau', 'etanol']",biji bau etanol
Fri Nov 28 08:26:33 +0000 2025,855943280,@cutsarina5 Efek kebanyakan minum etanol,efek kebanyakan minum etanol,efek kebanyakan minum etanol,"['efek', 'kebanyakan', 'minum', 'etanol']","['efek', 'banyak', 'minum', 'etanol']",efek banyak minum etanol
Fri Nov 28 06:45:57 +0000 2025,257836017,@cutsarina5 udh gaada isinya kebanyakan minum etanol,udh gaada isinya kebanyakan minum etanol,sudah tidak ada isinya kebanyakan minum etanol,"['isinya', 'kebanyakan', 'minum', 'etanol']","['isi', 'banyak', 'minum', 'etanol']",isi banyak minum etanol
Fri Nov 28 05:04:25 +0000 2025,1064867925960454144,@bangopang__ Mukanya blesteran indo x etanol yahh,mukanya blesteran indo x etanol yahh,mukanya blesteran indonesia kali etanol ya,"['mukanya', 'blesteran', 'indonesia', 'kali', 'etanol']","['muka', 'blesteran', 'indonesia', 'kali', 'etanol']",muka blesteran indonesia kali etanol
Fri Nov 28 01:34:12 +0000 2025,1394199466626846721,Lagi kelas tbtb keinget bahlil etanol,lagi kelas tbtb keinget bahlil etanol,lagi kelas tbtb teringat bahlil etanol,"['kelas', 'tbtb', 'bahlil', 'etanol']","['kelas', 'tbtb', 'bahlil', 'etanol']",kelas tbtb bahlil etanol
Thu Nov 27 23:29:35 +0000 2025,1991313682824065027,Pemerintah kagek samo Tuhan disiram ngan etanol di nerako,pemerintah kagek samo tuhan disiram ngan etanol di nerako,pemerintah kagek samo tuhan disiram ngan etanol di nerako,"['pemerintah', 'kagek', 'samo', 'tuhan', 'disiram', 'ngan', 'etanol', 'nerako']","['perintah', 'kagek', 'samo', 'tuhan', 'siram', 'ngan', 'etanol', 'nerako']",perintah kagek samo tuhan siram ngan etanol nerako
Thu Nov 27 22:36:21 +0000 2025,920780443401601024,@susno2g Bagaimana dg Bio Etanol yg menggunakan bahan dasar tebu singkong ubijalar dll kok Kementrian Pertanian adem2 saja,bagaimana dg bio etanol yg menggunakan bahan dasar tebu singkong ubijalar dll kok kementrian pertanian adem saja,bagaimana dengan bio etanol yang menggunakan bahan dasar tebu singkong ubijalar dll kok kementrian pertanian adem saja,"['bio', 'etanol', 'bahan', 'dasar', 'tebu', 'singkong', 'ubijalar', 'dll', 'kementrian', 'pertanian', 'adem']","['bio', 'etanol', 'bahan', 'dasar', 'tebu', 'singkong', 'ubijalar', 'dll', 'tri', 'tani', 'adem']",bio etanol bahan dasar tebu singkong ubijalar dll tri tani adem
Thu Nov 27 15:25:08 +0000 2025,1897306351506014208,@_flinskyryll @98OO479 ??? km aku cekokin etanol,km aku cekokin etanol,kamu aku cekokin etanol,"['cekokin', 'etanol']","['cekokin', 'etanol']",cekokin etanol
Thu Nov 27 14:23:22 +0000 2025,1747633460263505920,BGST ALTNYA GOBLIN ETANOL,bgst altnya goblin etanol,bgst altnya goblin etanol,"['bgst', 'altnya', 'goblin', 'etanol']","['bgst', 'altnya', 'goblin', 'etanol']",bgst altnya goblin etanol
Thu Nov 27 10:48:39 +0000 2025,61291893,@susno2g @Kemenperin_RI @kementan @KementerianESDM @pertamina @BobibosBBN @Danantara_ri @detikcom @KompasTV @tempodotco BBM Nabati etanol gak memungkinkan digunakan murni (100%) BBM Nabati bisa digunakan murni sudah masuk kategori butanol / pentanol. Produksi butanol / pentanol masih sangat langka dan mahal.,bbm nabati etanol gak memungkinkan digunakan murni bbm nabati bisa digunakan murni sudah masuk kategori butanol pentanol produksi butanol pentanol masih sangat langka dan mahal,bbm nabati etanol tidak memungkinkan digunakan murni bbm nabati bisa digunakan murni sudah masuk kategori butanol pentanol produksi butanol pentanol masih sangat langka dan mahal,"['bbm', 'nabati', 'etanol', 'murni', 'bbm', 'nabati', 'murni', 'masuk', 'kategori', 'butanol', 'pentanol', 'produksi', 'butanol', 'pentanol', 'langka', 'mahal']","['bbm', 'nabati', 'etanol', 'murni', 'bbm', 'nabati', 'murni', 'masuk', 'kategori', 'butanol', 'pentanol', 'produksi', 'butanol', 'pentanol', 'langka', 'mahal']",bbm nabati etanol murni bbm nabati murni masuk kategori butanol pentanol produksi butanol pentanol langka mahal
Thu Nov 27 09:28:36 +0000 2025,1939889612971028480,Rieke Diah Pitaloka mempertanyakan kesiapan Pertamina menyerap etanol lokal. Jangan sampai produksi jalan tapi serapan nol impor malah tetap tinggi #dprri #pdiperjuangan #fraksipdiperjuangan https://t.co/wX2fmR2lhk,rieke diah pitaloka mempertanyakan kesiapan pertamina menyerap etanol lokal jangan sampai produksi jalan tapi serapan nol impor malah tetap tinggi,rieke diah pitaloka mempertanyakan kesiapan pertamina menyerap etanol lokal jangan sampai produksi jalan tapi serapan nol impor malah tetap tinggi,"['rieke', 'diah', 'pitaloka', 'kesiapan', 'pertamina', 'menyerap', 'etanol', 'lokal', 'produksi', 'jalan', 'serapan', 'nol', 'impor']","['rieke', 'diah', 'pitaloka', 'kesiap', 'pertamina', 'serap', 'etanol', 'lokal', 'produksi', 'jalan', 'serap', 'nol', 'impor']",rieke diah pitaloka kesiap pertamina serap etanol lokal produksi jalan serap nol impor
Thu Nov 27 08:00:00 +0000 2025,1817863443774668801,Top!!! Pertamina bidik peluang dari Etanol 70% lebih murah dari bensin minyak. #Pertamina #Etanol #BahanBakar #RamahLingkungan https://t.co/H7iOQohPHJ,top pertamina bidik peluang dari etanol lebih murah dari bensin minyak,top pertamina bidik peluang dari etanol lebih murah dari bensin minyak,"['top', 'pertamina', 'bidik', 'peluang', 'etanol', 'murah', 'bensin', 'minyak']","['top', 'pertamina', 'bidik', 'peluang', 'etanol', 'murah', 'bensin', 'minyak']",top pertamina bidik peluang etanol murah bensin minyak
Thu Nov 27 07:20:47 +0000 2025,1902383775725838336,Sekarang Bobibos menghilang karena ketahuan itu bio-etanol dan etanol itu tidak bagus untuk mesin lalu jika ingin digunakan harus ada penyesuaian seperti dibrazil? https://t.co/Pw8oMIneOF,sekarang bobibos menghilang karena ketahuan itu bio etanol dan etanol itu tidak bagus untuk mesin lalu jika ingin digunakan harus ada penyesuaian seperti dibrazil,sekarang bobibos menghilang karena ketahuan itu bio etanol dan etanol itu tidak bagus untuk mesin lalu jika ingin digunakan harus ada penyesuaian seperti dibrazil,"['bobibos', 'menghilang', 'ketahuan', 'bio', 'etanol', 'etanol', 'bagus', 'mesin', 'penyesuaian', 'dibrazil']","['bobibos', 'hilang', 'tahu', 'bio', 'etanol', 'etanol', 'bagus', 'mesin', 'sesuai', 'dibrazil']",bobibos hilang tahu bio etanol etanol bagus mesin sesuai dibrazil
Thu Nov 27 04:04:26 +0000 2025,1209644431,Pertamina Bidik Peluang dari Etanol: 70 Persen Lebih Murah dari Bensin https://t.co/CpTTk41Ebo yuk disimak pemgalaman Brasil yg sukses dgn etanol sbg BBM,pertamina bidik peluang dari etanol persen lebih murah dari bensin yuk disimak pemgalaman brasil yg sukses dgn etanol sbg bbm,pertamina bidik peluang dari etanol persen lebih murah dari bensin yuk disimak pemgalaman brasil yang sukses dengan etanol sebagai bbm,"['pertamina', 'bidik', 'peluang', 'etanol', 'persen', 'murah', 'bensin', 'yuk', 'disimak', 'pemgalaman', 'brasil', 'sukses', 'etanol', 'bbm']","['pertamina', 'bidik', 'peluang', 'etanol', 'persen', 'murah', 'bensin', 'yuk', 'simak', 'pemgalaman', 'brasil', 'sukses', 'etanol', 'bbm']",pertamina bidik peluang etanol persen murah bensin yuk simak pemgalaman brasil sukses etanol bbm
Thu Nov 27 03:35:09 +0000 2025,1611552756321652736,@telortirek @gakpapaa_ @AldhitamaR Api dan etanol,api dan etanol,api dan etanol,"['api', 'etanol']","['api', 'etanol']",api etanol
Thu Nov 27 01:13:55 +0000 2025,1867529416915791875,@susno2g @Kemenperin_RI @kementan @KementerianESDM @pertamina @BobibosBBN @Danantara_ri @detikcom @KompasTV @tempodotco BBM nabati itu etanol. Bukan penemuan baru. Tumbuhan yang di fermentasi lalu di suling itu penemuan lama.,bbm nabati itu etanol bukan penemuan baru tumbuhan yang di fermentasi lalu di suling itu penemuan lama,bbm nabati itu etanol bukan penemuan baru tumbuhan yang di fermentasi lalu di suling itu penemuan lama,"['bbm', 'nabati', 'etanol', 'penemuan', 'tumbuhan', 'fermentasi', 'suling', 'penemuan']","['bbm', 'nabati', 'etanol', 'temu', 'tumbuh', 'fermentasi', 'suling', 'temu']",bbm nabati etanol temu tumbuh fermentasi suling temu
Wed Nov 26 17:22:26 +0000 2025,1483107455156776960,@tanyarlfes bahlil menolak etanol,bahlil menolak etanol,bahlil menolak etanol,"['bahlil', 'menolak', 'etanol']","['bahlil', 'tolak', 'etanol']",bahlil tolak etanol
Wed Nov 26 14:36:58 +0000 2025,1931756546922516480,mikir kids ga harus pinter buat ngeliat video penjelasan dgn bnr..I'm sure she didn't watch the video at alltd jg aku yg ngambil alat perkolasi aku yg 5x bolak balik ambil etanol 70% AKU JG YG NYUCI ANJIR sbnr nya aku mw nyuci krn notice tmnku keknya ada yg sakit-,mikir kids ga harus pinter buat ngeliat video penjelasan dgn bnr i m sure she didn t watch the video at alltd jg aku yg ngambil alat perkolasi aku yg x bolak balik ambil etanol aku jg yg nyuci anjir sbnr nya aku mw nyuci krn notice tmnku keknya ada yg sakit,mikir kids tidak harus pintar buat melihat video penjelasan dengan benar i sama sure she didn t watch the video at alltd juga aku yang ngambil alat perkolasi aku yang kali bolak balik ambil etanol aku juga yang nyuci anjir sbnr ya aku mau nyuci karena notice tmnku kayaknya ada yang sakit,"['mikir', 'kids', 'pintar', 'video', 'penjelasan', 'sure', 'she', 'didn', 'watch', 'the', 'video', 'alltd', 'ngambil', 'alat', 'perkolasi', 'kali', 'bolak', 'ambil', 'etanol', 'nyuci', 'anjir', 'sbnr', 'nyuci', 'notice', 'tmnku', 'kayaknya', 'sakit']","['mikir', 'kids', 'pintar', 'video', 'jelas', 'sure', 'she', 'didn', 'watch', 'the', 'video', 'alltd', 'ngambil', 'alat', 'perkolasi', 'kali', 'bolak', 'ambil', 'etanol', 'nyuci', 'anjir', 'sbnr', 'nyuci', 'notice', 'tmnku', 'kayak', 'sakit']",mikir kids pintar video jelas sure she didn watch the video alltd ngambil alat perkolasi kali bolak ambil etanol nyuci anjir sbnr nyuci notice tmnku kayak sakit
Wed Nov 26 14:34:49 +0000 2025,1931756546922516480,-di video ibunya itu pembasahan nya sedikit demi sedikit dikasi mensturm (etanol 70%) terus diaduk dimasukan lagi sedikit² sampe serbuk simplisia nya basah.. (ada satu tmbku setuju) TP KRN AK YG BLG DIA NGEBANTAH ANJIR ih engga ibunya blg kan..blablaba..ujung2nya ak yg bnr,di video ibunya itu pembasahan nya sedikit demi sedikit dikasi mensturm etanol terus diaduk dimasukan lagi sedikit² sampe serbuk simplisia nya basah ada satu tmbku setuju tp krn ak yg blg dia ngebantah anjir ih engga ibunya blg kan blablaba ujungnya ak yg bnr,di video ibunya itu pembasahan ya sedikit demi sedikit dikasi mensturm etanol terus diaduk dimasukan lagi sedikit² sampai serbuk simplisia ya basah ada satu tmbku setuju tapi karena aku yang bilang dia ngebantah anjir ih tidak ibunya bilang kan blablaba ujungnya aku yang benar,"['video', 'ibunya', 'pembasahan', 'dikasi', 'mensturm', 'etanol', 'diaduk', 'dimasukan', 'sedikit²', 'serbuk', 'simplisia', 'basah', 'tmbku', 'setuju', 'bilang', 'ngebantah', 'anjir', 'ibunya', 'bilang', 'blablaba', 'ujungnya']","['video', 'ibu', 'basah', 'kasi', 'mensturm', 'etanol', 'aduk', 'masuk', 'sedikit', 'serbuk', 'simplisia', 'basah', 'tmbku', 'tuju', 'bilang', 'ngebantah', 'anjir', 'ibu', 'bilang', 'blablaba', 'ujung']",video ibu basah kasi mensturm etanol aduk masuk sedikit serbuk simplisia basah tmbku tuju bilang ngebantah anjir ibu bilang blablaba ujung
Wed Nov 26 14:14:37 +0000 2025,1463232627423395843,sik ontran bensin di kei etanol sopo to jane ki,sik ontran bensin di kei etanol sopo to jane ki,sik ontran bensin di kei etanol sopo tapi jane ki,"['sik', 'ontran', 'bensin', 'kei', 'etanol', 'sopo', 'jane']","['sik', 'ontran', 'bensin', 'kei', 'etanol', 'sopo', 'jane']",sik ontran bensin kei etanol sopo jane
Wed Nov 26 14:12:45 +0000 2025,1804902959047962624,@kittennatsu kasih etanol ke org yg ngasih air ruqyahnya aja pls,kasih etanol ke org yg ngasih air ruqyahnya aja pls,kasih etanol ke orang yang mengasih air ruqyahnya saja pls,"['kasih', 'etanol', 'orang', 'mengasih', 'air', 'ruqyahnya', 'pls']","['kasih', 'etanol', 'orang', 'asih', 'air', 'ruqyahnya', 'pls']",kasih etanol orang asih air ruqyahnya pls
Wed Nov 26 13:40:40 +0000 2025,1126897247860318209,Nofendri Y. (2018) 'Pengaruh Penambahan Aditif Etanol pada Bensin RON 88 dan RON 92 Terhadap Prestasi Mesin' Jurnal Konversi Energi Dan Manufaktur UNJ hlm. 33 34. Tersedia di: https://t.co/8GtFs1sI2z,nofendri y pengaruh penambahan aditif etanol pada bensin ron dan ron terhadap prestasi mesin jurnal konversi energi dan manufaktur unj hlm tersedia di,nofendri ya pengaruh penambahan aditif etanol pada bensin ron dan ron terhadap prestasi mesin jurnal konversi energi dan manufaktur unj hlm tersedia di,"['nofendri', 'pengaruh', 'penambahan', 'aditif', 'etanol', 'bensin', 'ron', 'ron', 'prestasi', 'mesin', 'jurnal', 'konversi', 'energi', 'manufaktur', 'unj', 'hlm', 'tersedia']","['nofendri', 'pengaruh', 'tambah', 'aditif', 'etanol', 'bensin', 'ron', 'ron', 'prestasi', 'mesin', 'jurnal', 'konversi', 'energi', 'manufaktur', 'unj', 'hlm', 'sedia']",nofendri pengaruh tambah aditif etanol bensin ron ron prestasi mesin jurnal konversi energi manufaktur unj hlm sedia
Tue Nov 25 10:44:26 +0000 2025,1078615360683659264,@PetrolWeeb @Daniel7iao Kalau beli si pasti bakal beli Pertanyaannya with or without etanol dan campursarinya?,kalau beli si pasti bakal beli pertanyaannya with or without etanol dan campursarinya,kalau beli sih pasti bakal beli pertanyaannya with orang without etanol dan campursarinya,"['beli', 'sih', 'beli', 'pertanyaannya', 'with', 'orang', 'without', 'etanol', 'campursarinya']","['beli', 'sih', 'beli', 'tanya', 'with', 'orang', 'without', 'etanol', 'campursarinya']",beli sih beli tanya with orang without etanol campursarinya
Tue Nov 25 10:07:10 +0000 2025,1267940786991099905,@Jumianto_RK kalo keselek minum pertamax bio etanol,kalo keselek minum pertamax bio etanol,kalau keselek minum pertamax bio etanol,"['keselek', 'minum', 'pertamax', 'bio', 'etanol']","['keselek', 'minum', 'pertamax', 'bio', 'etanol']",keselek minum pertamax bio etanol
Tue Nov 25 09:40:16 +0000 2025,774911106,@kumparan Percuma klo base fuel nya yg dikasih udah dicampur etanol ,percuma klo base fuel nya yg dikasih udah dicampur etanol,percuma kalau base fuel ya yang dikasih sudah dicampur etanol,"['base', 'fuel', 'dikasih', 'dicampur', 'etanol']","['base', 'fuel', 'kasih', 'campur', 'etanol']",base fuel kasih campur etanol
Tue Nov 25 08:29:49 +0000 2025,1784274853396398080,Ancis akhirnya si bita motor putih aing kena korban pertamax etanol jiancok ancene ,ancis akhirnya si bita motor putih aing kena korban pertamax etanol jiancok ancene,ancis akhirnya sih bita motor putih aing kena korban pertamax etanol jiancok ancene,"['ancis', 'sih', 'bita', 'motor', 'putih', 'aing', 'kena', 'korban', 'pertamax', 'etanol', 'jiancok', 'ancene']","['ancis', 'sih', 'bita', 'motor', 'putih', 'aing', 'kena', 'korban', 'pertamax', 'etanol', 'jiancok', 'ancene']",ancis sih bita motor putih aing kena korban pertamax etanol jiancok ancene
Tue Nov 25 03:51:33 +0000 2025,912710777211019264,@PutraMataSatu udah sekarang kalo ketangkep siram aja pake pertalite etanol trs bakar. daripada di serahin trus di lepas,udah sekarang kalo ketangkep siram aja pake pertalite etanol trs bakar daripada di serahin trus di lepas,sudah sekarang kalau ketangkep siram saja pakai pertalite etanol terus bakar daripada di serahin terus di lepas,"['ketangkep', 'siram', 'pakai', 'pertalite', 'etanol', 'bakar', 'serahin', 'lepas']","['ketangkep', 'siram', 'pakai', 'pertalite', 'etanol', 'bakar', 'serahin', 'lepas']",ketangkep siram pakai pertalite etanol bakar serahin lepas
Tue Nov 25 03:07:20 +0000 2025,1267940786991099905,Regulatory Capture in Slow Motion Pembatasan kuota impor BBM swasta pemaksaan etanol dan pasar yang sengaja disempitkan. Inilah wajah regulatory capture era baru. Hak konsumen untuk memilih BBM yang sesuai spesifikasi mesin? Diredam. Prinsip persaingan sehat dalam pasar https://t.co/8rSl2kt5GC,regulatory capture in slow motion pembatasan kuota impor bbm swasta pemaksaan etanol dan pasar yang sengaja disempitkan inilah wajah regulatory capture era baru hak konsumen untuk memilih bbm yang sesuai spesifikasi mesin diredam prinsip persaingan sehat dalam pasar,regulatory capture ini slow motion pembatasan kuota impor bbm swasta pemaksaan etanol dan pasar yang sengaja disempitkan inilah wajah regulatory capture era baru hak konsumen untuk memilih bbm yang sesuai spesifikasi mesin diredam prinsip persaingan sehat dalam pasar,"['regulatory', 'capture', 'slow', 'motion', 'pembatasan', 'kuota', 'impor', 'bbm', 'swasta', 'pemaksaan', 'etanol', 'pasar', 'sengaja', 'disempitkan', 'wajah', 'regulatory', 'capture', 'era', 'hak', 'konsumen', 'memilih', 'bbm', 'sesuai', 'spesifikasi', 'mesin', 'diredam', 'prinsip', 'persaingan', 'sehat', 'pasar']","['regulatory', 'capture', 'slow', 'motion', 'batas', 'kuota', 'impor', 'bbm', 'swasta', 'paksa', 'etanol', 'pasar', 'sengaja', 'sempit', 'wajah', 'regulatory', 'capture', 'era', 'hak', 'konsumen', 'pilih', 'bbm', 'sesuai', 'spesifikasi', 'mesin', 'redam', 'prinsip', 'saing', 'sehat', 'pasar']",regulatory capture slow motion batas kuota impor bbm swasta paksa etanol pasar sengaja sempit wajah regulatory capture era hak konsumen pilih bbm sesuai spesifikasi mesin redam prinsip saing sehat pasar
Tue Nov 25 03:05:25 +0000 2025,1951668156902367233,Keberpihakan Presiden pada Petani Lahir Pembatasan Impor Ubi Kayu dan Etanol Baca Selengkapnya di Link Berikut: https://t.co/gFi77NJTi3 #pertanian #pertanianindonesia #andiamransulaiman #prabowo #ubi https://t.co/TzCDYeJSNP,keberpihakan presiden pada petani lahir pembatasan impor ubi kayu dan etanol baca selengkapnya di link berikut,keberpihakan presiden pada petani lahir pembatasan impor ubi kayu dan etanol baca selengkapnya di link berikut,"['keberpihakan', 'presiden', 'petani', 'lahir', 'pembatasan', 'impor', 'ubi', 'kayu', 'etanol', 'baca', 'selengkapnya', 'link']","['pihak', 'presiden', 'tani', 'lahir', 'batas', 'impor', 'ubi', 'kayu', 'etanol', 'baca', 'lengkap', 'link']",pihak presiden tani lahir batas impor ubi kayu etanol baca lengkap link
Mon Nov 24 22:15:09 +0000 2025,1812414791891189760,@OlloyorBTJMIVN Yolg on bu. Hammasini tarkibi faqat etil spirti va qöshimcha tam beradigan ingridientlar qöshilishi mumkin. Masalan limon kislotasi. Lekin asosiy tasir qiluvchi muhim tarkib etanol. Hammasini idishiga ham yoziladi 40-37 5 % etanol yoki etil spirti deb,yolg on bu hammasini tarkibi faqat etil spirti va qöshimcha tam beradigan ingridientlar qöshilishi mumkin masalan limon kislotasi lekin asosiy tasir qiluvchi muhim tarkib etanol hammasini idishiga ham yoziladi etanol yoki etil spirti deb,yolg on bu hammasini tarkibi faqat etil spirti va qöshimcha tam beradigan ingridientlar qöshilishi mumkin masalan limon kislotasi lekin asosiy tasir qiluvchi muhim tarkib etanol hammasini idishiga ham yoziladi etanol yoki etil spirti deb,"['yolg', 'hammasini', 'tarkibi', 'faqat', 'etil', 'spirti', 'qöshimcha', 'tam', 'beradigan', 'ingridientlar', 'qöshilishi', 'mumkin', 'masalan', 'limon', 'kislotasi', 'lekin', 'asosiy', 'tasir', 'qiluvchi', 'muhim', 'tarkib', 'etanol', 'hammasini', 'idishiga', 'ham', 'yoziladi', 'etanol', 'yoki', 'etil', 'spirti', 'deb']","['yolg', 'hammasini', 'tarkibi', 'faqat', 'etil', 'spirti', 'q shimcha', 'tam', 'beradigan', 'ingridientlar', 'q shilishi', 'mumkin', 'masalan', 'limon', 'kislotasi', 'lekin', 'asosiy', 'tasir', 'qiluvchi', 'muhim', 'tarkib', 'etanol', 'hammasini', 'idishiga', 'ham', 'yoziladi', 'etanol', 'yoki', 'etil', 'spirti', 'deb']",yolg hammasini tarkibi faqat etil spirti q shimcha tam beradigan ingridientlar q shilishi mumkin masalan limon kislotasi lekin asosiy tasir qiluvchi muhim tarkib etanol hammasini idishiga ham yoziladi etanol yoki etil spirti deb
Mon Nov 24 20:26:16 +0000 2025,1343846810737995779,@selamatssore Pke etanol ae cak,pke etanol ae cak,pakai etanol saja cak,"['pakai', 'etanol', 'cak']","['pakai', 'etanol', 'cak']",pakai etanol cak
